invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I113862,C110392,Female,31,Toys,5,179.2,Debit Card,08-08-2021,Viaport Outlet
I113866,C738445,Female,52,Cosmetics,4,162.64,Credit Card,04-03-2023,Mall of Istanbul
I113873,C125755,Male,35,Toys,4,143.36,Debit Card,06-01-2021,Kanyon
I113875,C170388,Male,29,Clothing,2,600.16,Credit Card,16-05-2022,Viaport Outlet
I113877,C212093,Female,54,Clothing,1,300.08,Cash,09-10-2022,Istinye Park
I113883,C215078,Male,49,Cosmetics,5,203.3,Cash,10-01-2021,Mall of Istanbul
I113884,C167426,Female,67,Cosmetics,3,121.98,Debit Card,22-05-2021,Mall of Istanbul
I113885,C124115,Female,34,Food & Beverage,4,20.92,Debit Card,05-01-2022,Istinye Park
I113887,C178980,Female,28,Cosmetics,2,81.32,Cash,17-01-2022,Metropol AVM
I113894,C225118,Male,61,Clothing,2,600.16,Debit Card,01-04-2021,Istinye Park
I113895,C296266,Female,43,Food & Beverage,2,10.46,Cash,05-05-2022,Metrocity
I113901,C952879,Female,38,Toys,5,179.2,Debit Card,21-03-2021,Kanyon
I113904,C234716,Female,22,Clothing,3,900.24,Cash,18-02-2023,Emaar Square Mall
I113905,C291272,Male,47,Food & Beverage,1,5.23,Credit Card,12-12-2021,Kanyon
I113907,C102103,Female,56,Clothing,5,1500.4,Credit Card,24-09-2022,Kanyon
I113909,C303970,Female,56,Toys,1,35.84,Debit Card,06-02-2022,Zorlu Center
I113911,C291906,Male,56,Cosmetics,4,162.64,Credit Card,19-01-2022,Metrocity
I113912,C264041,Male,53,Cosmetics,4,162.64,Credit Card,14-07-2022,Istinye Park
I113920,C177004,Female,59,Cosmetics,2,81.32,Debit Card,11-07-2022,Mall of Istanbul
I113923,C115052,Female,60,Clothing,2,600.16,Debit Card,22-06-2022,Metropol AVM
I113925,C197957,Female,50,Shoes,4,2400.68,Debit Card,27-07-2022,Kanyon
I113927,C825750,Male,34,Shoes,5,3000.85,Debit Card,26-08-2021,Kanyon
I113930,C333005,Male,38,Clothing,4,1200.32,Cash,31-03-2021,Metrocity
I113935,C306037,Female,65,Cosmetics,3,121.98,Cash,20-02-2022,Metrocity
I113942,C146973,Male,61,Cosmetics,3,121.98,Credit Card,16-02-2022,Zorlu Center
I113943,C290813,Male,51,Toys,3,107.52,Credit Card,03-11-2022,Metropol AVM
I113947,C247819,Male,58,Toys,4,143.36,Debit Card,14-02-2022,Metrocity
I113948,C258864,Female,47,Clothing,2,600.16,Cash,15-04-2022,Mall of Istanbul
I113956,C358652,Female,26,Food & Beverage,3,15.69,Debit Card,22-02-2023,Mall of Istanbul
I113960,C210671,Female,23,Toys,5,179.2,Credit Card,12-11-2021,Mall of Istanbul
I113961,C662166,Female,55,Food & Beverage,2,10.46,Credit Card,28-12-2021,Emaar Square Mall
I113967,C340027,Female,35,Souvenir,2,23.46,Cash,15-06-2022,Istinye Park
I113973,C552917,Female,33,Clothing,1,300.08,Cash,01-06-2022,Mall of Istanbul
I113974,C157393,Female,58,Souvenir,3,35.19,Credit Card,04-02-2022,Metrocity
I113975,C525823,Female,63,Food & Beverage,2,10.46,Credit Card,21-03-2021,Kanyon
I113983,C266421,Male,32,Clothing,1,300.08,Cash,08-01-2022,Cevahir AVM
I113985,C862467,Female,58,Food & Beverage,2,10.46,Cash,23-04-2021,Istinye Park
I113986,C266490,Male,49,Shoes,4,2400.68,Debit Card,02-01-2021,Mall of Istanbul
I113988,C820263,Female,68,Clothing,3,900.24,Cash,27-12-2022,Kanyon
I113989,C271992,Male,48,Food & Beverage,5,26.15,Cash,24-02-2021,Mall of Istanbul
I113995,C158783,Female,51,Souvenir,2,23.46,Credit Card,31-01-2023,Zorlu Center
I113996,C145428,Male,31,Clothing,5,1500.4,Credit Card,08-10-2021,Mall of Istanbul
I113998,C981116,Male,36,Food & Beverage,1,5.23,Cash,04-11-2022,Istinye Park
I114000,C192176,Male,69,Shoes,2,1200.34,Cash,06-07-2021,Kanyon
I114003,C419842,Female,60,Food & Beverage,1,5.23,Credit Card,29-04-2021,Istinye Park
I114005,C295678,Female,66,Clothing,1,300.08,Cash,04-01-2022,Istinye Park
I114009,C334382,Female,39,Books,2,30.3,Credit Card,17-03-2022,Mall of Istanbul
I114010,C936110,Female,56,Clothing,2,600.16,Cash,09-03-2021,Metropol AVM
I114012,C291956,Male,51,Toys,2,71.68,Credit Card,20-04-2021,Mall of Istanbul
I114022,C151160,Male,58,Clothing,4,1200.32,Credit Card,10-08-2022,Viaport Outlet
I114024,C116367,Female,26,Souvenir,4,46.92,Credit Card,29-05-2022,Metrocity
I114026,C165060,Male,26,Cosmetics,1,40.66,Debit Card,22-01-2023,Istinye Park
I114031,C155142,Female,18,Shoes,4,2400.68,Cash,30-01-2021,Kanyon
I114034,C176988,Male,18,Books,3,45.45,Credit Card,19-12-2021,Kanyon
I114036,C174852,Male,66,Clothing,1,300.08,Credit Card,08-03-2022,Metropol AVM
I114037,C322662,Female,22,Clothing,1,300.08,Credit Card,16-11-2021,Metropol AVM
I114038,C199276,Male,30,Food & Beverage,5,26.15,Debit Card,16-09-2022,Mall of Istanbul
I114042,C278480,Female,64,Clothing,2,600.16,Cash,26-12-2021,Mall of Istanbul
I114044,C749429,Female,59,Cosmetics,5,203.3,Credit Card,23-05-2022,Mall of Istanbul
I114045,C587853,Male,59,Cosmetics,1,40.66,Credit Card,14-03-2021,Metropol AVM
I114047,C171872,Female,24,Books,3,45.45,Credit Card,30-10-2021,Emaar Square Mall
I114053,C202444,Female,37,Food & Beverage,5,26.15,Cash,30-08-2021,Istinye Park
I114055,C610233,Male,27,Clothing,5,1500.4,Credit Card,26-02-2021,Kanyon
I114063,C258648,Female,56,Food & Beverage,5,26.15,Debit Card,21-07-2022,Istinye Park
I114065,C150999,Male,50,Clothing,5,1500.4,Debit Card,02-12-2021,Kanyon
I114069,C186213,Male,33,Books,1,15.15,Credit Card,24-12-2021,Viaport Outlet
I114072,C242567,Female,27,Clothing,4,1200.32,Cash,24-05-2021,Mall of Istanbul
I114077,C104492,Female,34,Cosmetics,2,81.32,Cash,11-07-2021,Metropol AVM
I114080,C174372,Female,64,Souvenir,3,35.19,Credit Card,01-03-2023,Metrocity
I114082,C163663,Male,65,Food & Beverage,3,15.69,Credit Card,20-01-2022,Istinye Park
I114088,C237799,Female,56,Toys,3,107.52,Debit Card,07-05-2022,Metrocity
I114091,C183438,Female,21,Clothing,1,300.08,Cash,26-02-2023,Cevahir AVM
I114094,C124798,Female,22,Food & Beverage,5,26.15,Cash,30-12-2022,Emaar Square Mall
I114095,C381212,Male,28,Clothing,3,900.24,Cash,22-04-2022,Mall of Istanbul
I114101,C738512,Male,53,Clothing,3,900.24,Debit Card,26-02-2022,Metropol AVM
I114102,C251705,Male,24,Clothing,3,900.24,Credit Card,13-10-2022,Kanyon
I114103,C142935,Male,31,Cosmetics,3,121.98,Cash,04-05-2022,Viaport Outlet
I114104,C261967,Female,69,Clothing,4,1200.32,Cash,28-09-2021,Emaar Square Mall
I114107,C225076,Female,21,Food & Beverage,5,26.15,Cash,30-06-2021,Mall of Istanbul
I114115,C722854,Male,58,Clothing,3,900.24,Cash,21-09-2022,Kanyon
I114120,C181860,Male,67,Food & Beverage,5,26.15,Credit Card,08-06-2022,Cevahir AVM
I114122,C143870,Male,42,Food & Beverage,1,5.23,Credit Card,12-03-2021,Cevahir AVM
I114124,C423619,Male,38,Cosmetics,4,162.64,Credit Card,10-03-2022,Kanyon
I114126,C119935,Female,25,Cosmetics,3,121.98,Debit Card,11-11-2021,Kanyon
I114131,C224515,Female,51,Clothing,1,300.08,Cash,29-06-2021,Emaar Square Mall
I114139,C278892,Male,50,Souvenir,2,23.46,Debit Card,16-12-2022,Kanyon
I114140,C142197,Male,35,Clothing,5,1500.4,Debit Card,21-06-2022,Metrocity
I114147,C143270,Female,57,Shoes,5,3000.85,Cash,24-03-2022,Mall of Istanbul
I114151,C414536,Female,26,Souvenir,1,11.73,Credit Card,18-04-2022,Mall of Istanbul
I114154,C193858,Female,18,Clothing,5,1500.4,Debit Card,11-12-2021,Mall of Istanbul
I114158,C336973,Female,54,Food & Beverage,5,26.15,Credit Card,10-02-2021,Metropol AVM
I114161,C244575,Female,21,Clothing,4,1200.32,Cash,12-03-2022,Istinye Park
I114166,C156516,Male,51,Food & Beverage,4,20.92,Credit Card,02-11-2021,Mall of Istanbul
I114172,C306342,Female,25,Shoes,3,1800.51,Credit Card,15-08-2021,Forum Istanbul
I114173,C327538,Female,45,Food & Beverage,1,5.23,Debit Card,07-03-2022,Mall of Istanbul
I114176,C199748,Male,57,Clothing,4,1200.32,Debit Card,19-03-2022,Forum Istanbul
I114177,C204366,Female,57,Clothing,2,600.16,Cash,02-01-2021,Mall of Istanbul
I114178,C252565,Female,41,Toys,4,143.36,Credit Card,23-05-2021,Kanyon
I114180,C170582,Male,61,Technology,3,3150.0,Cash,26-12-2021,Istinye Park
I114184,C134961,Female,60,Toys,2,71.68,Credit Card,08-10-2021,Forum Istanbul
I114186,C289558,Male,25,Toys,4,143.36,Cash,04-02-2021,Metropol AVM
I114189,C446406,Female,69,Cosmetics,3,121.98,Credit Card,14-03-2021,Forum Istanbul
I114194,C322452,Male,68,Clothing,1,300.08,Credit Card,08-07-2022,Kanyon
I114195,C237229,Male,55,Clothing,2,600.16,Debit Card,29-01-2023,Istinye Park
I114200,C170231,Male,58,Clothing,1,300.08,Credit Card,27-01-2022,Metropol AVM
I114204,C169941,Female,64,Clothing,5,1500.4,Credit Card,30-12-2022,Mall of Istanbul
I114206,C226044,Male,39,Cosmetics,3,121.98,Debit Card,23-10-2022,Viaport Outlet
I114209,C186436,Female,25,Books,4,60.6,Debit Card,07-03-2021,Metrocity
I114210,C214058,Female,50,Souvenir,2,23.46,Credit Card,29-01-2022,Metropol AVM
I114211,C187898,Male,33,Food & Beverage,3,15.69,Credit Card,06-10-2022,Kanyon
I114212,C164552,Male,25,Clothing,5,1500.4,Debit Card,11-05-2022,Viaport Outlet
I114216,C164533,Female,24,Clothing,3,900.24,Credit Card,26-10-2022,Kanyon
I114218,C911626,Female,20,Food & Beverage,4,20.92,Cash,23-11-2022,Metropol AVM
I114227,C205619,Female,39,Toys,5,179.2,Credit Card,20-02-2021,Mall of Istanbul
I114228,C429438,Male,60,Toys,1,35.84,Cash,17-08-2021,Metrocity
I114230,C334674,Female,34,Shoes,3,1800.51,Cash,26-08-2021,Viaport Outlet
I114235,C347140,Female,61,Food & Beverage,4,20.92,Cash,06-01-2023,Forum Istanbul
I114236,C307404,Female,36,Food & Beverage,4,20.92,Cash,06-08-2022,Metrocity
I114239,C208199,Female,44,Souvenir,2,23.46,Debit Card,27-03-2021,Mall of Istanbul
I114242,C273220,Male,21,Clothing,1,300.08,Debit Card,10-12-2021,Emaar Square Mall
I114243,C280387,Female,40,Toys,4,143.36,Credit Card,24-04-2021,Mall of Istanbul
I114244,C231077,Female,48,Food & Beverage,5,26.15,Credit Card,02-10-2022,Istinye Park
I114253,C109041,Female,32,Technology,1,1050.0,Credit Card,23-08-2022,Istinye Park
I114255,C333376,Male,68,Shoes,5,3000.85,Credit Card,15-12-2021,Istinye Park
I114256,C136028,Female,34,Souvenir,5,58.65,Debit Card,13-06-2021,Viaport Outlet
I114257,C814022,Female,24,Cosmetics,2,81.32,Cash,24-01-2021,Istinye Park
I114259,C271566,Male,38,Clothing,4,1200.32,Cash,15-04-2021,Viaport Outlet
I114265,C341245,Male,22,Clothing,3,900.24,Cash,02-03-2021,Metropol AVM
I114268,C311428,Female,31,Toys,3,107.52,Credit Card,22-02-2022,Viaport Outlet
I114274,C109681,Male,28,Clothing,2,600.16,Cash,19-07-2022,Emaar Square Mall
I114277,C337750,Male,61,Cosmetics,5,203.3,Credit Card,14-09-2021,Kanyon
I114281,C295744,Female,43,Clothing,3,900.24,Credit Card,02-02-2021,Istinye Park
I114285,C206579,Female,34,Clothing,3,900.24,Credit Card,29-06-2022,Metropol AVM
I114287,C217997,Female,31,Food & Beverage,3,15.69,Cash,12-05-2021,Cevahir AVM
I114292,C220082,Female,19,Clothing,4,1200.32,Credit Card,06-01-2021,Mall of Istanbul
I114299,C184329,Female,52,Toys,3,107.52,Cash,13-07-2021,Viaport Outlet
I114304,C880353,Male,36,Books,4,60.6,Cash,11-08-2021,Metropol AVM
I114308,C190703,Female,51,Food & Beverage,3,15.69,Cash,24-12-2022,Metrocity
I114315,C116955,Female,44,Shoes,1,600.17,Cash,02-01-2022,Istinye Park
I114318,C207229,Male,59,Cosmetics,2,81.32,Cash,21-10-2022,Istinye Park
I114320,C284426,Male,45,Cosmetics,4,162.64,Credit Card,09-02-2021,Zorlu Center
I114322,C345950,Male,20,Technology,5,5250.0,Cash,10-09-2021,Istinye Park
I114327,C178650,Male,33,Cosmetics,3,121.98,Cash,31-08-2022,Metropol AVM
I114329,C155866,Female,57,Clothing,4,1200.32,Debit Card,01-03-2022,Kanyon
I114333,C568389,Female,51,Cosmetics,5,203.3,Credit Card,01-03-2023,Emaar Square Mall
I114334,C199708,Female,40,Cosmetics,4,162.64,Cash,10-01-2023,Metropol AVM
I114336,C192881,Male,36,Shoes,4,2400.68,Cash,22-02-2023,Istinye Park
I114337,C915530,Male,65,Toys,4,143.36,Debit Card,22-04-2022,Mall of Istanbul
I114343,C956195,Male,52,Clothing,3,900.24,Cash,07-05-2022,Metrocity
I114351,C657276,Female,36,Technology,3,3150.0,Cash,11-05-2022,Mall of Istanbul
I114355,C319614,Female,69,Clothing,5,1500.4,Debit Card,04-03-2021,Metrocity
I114357,C232082,Female,47,Cosmetics,3,121.98,Credit Card,13-01-2022,Istinye Park
I114360,C302426,Male,18,Food & Beverage,4,20.92,Credit Card,12-06-2022,Metropol AVM
I114361,C127823,Male,33,Shoes,3,1800.51,Credit Card,04-07-2021,Mall of Istanbul
I114362,C138847,Female,64,Cosmetics,4,162.64,Cash,31-12-2022,Mall of Istanbul
I114365,C222677,Male,26,Food & Beverage,4,20.92,Cash,10-10-2022,Metrocity
I114368,C269720,Female,45,Shoes,5,3000.85,Credit Card,13-06-2021,Cevahir AVM
I114369,C260139,Female,33,Food & Beverage,5,26.15,Debit Card,05-10-2021,Emaar Square Mall
I114375,C285956,Male,46,Toys,3,107.52,Cash,12-07-2022,Cevahir AVM
I114379,C180109,Female,34,Cosmetics,5,203.3,Cash,28-06-2021,Viaport Outlet
I114381,C281230,Male,19,Shoes,5,3000.85,Cash,21-06-2022,Kanyon
I114383,C266032,Female,24,Food & Beverage,4,20.92,Debit Card,09-03-2021,Metrocity
I114385,C999687,Female,50,Cosmetics,1,40.66,Cash,05-07-2021,Zorlu Center
I114391,C678230,Male,58,Clothing,5,1500.4,Debit Card,05-09-2022,Zorlu Center
I114393,C993043,Male,26,Souvenir,4,46.92,Debit Card,30-10-2022,Cevahir AVM
I114396,C424244,Male,59,Clothing,1,300.08,Cash,13-11-2022,Kanyon
I114398,C339733,Male,43,Clothing,2,600.16,Cash,04-06-2022,Metrocity
I114403,C328212,Male,48,Books,2,30.3,Cash,05-10-2022,Metropol AVM
I114405,C127344,Female,18,Clothing,5,1500.4,Cash,23-07-2021,Metropol AVM
I114420,C670355,Male,66,Toys,2,71.68,Cash,14-01-2023,Metrocity
I114421,C207820,Female,59,Cosmetics,5,203.3,Credit Card,08-04-2021,Mall of Istanbul
I114425,C162502,Female,46,Books,2,30.3,Cash,28-07-2022,Mall of Istanbul
I114427,C334916,Male,19,Food & Beverage,3,15.69,Cash,07-06-2021,Kanyon
I114437,C281070,Female,49,Books,3,45.45,Cash,08-01-2021,Viaport Outlet
I114440,C242968,Female,55,Books,4,60.6,Cash,06-01-2021,Cevahir AVM
I114442,C239096,Female,19,Cosmetics,1,40.66,Credit Card,10-04-2021,Kanyon
I114445,C576332,Female,57,Clothing,4,1200.32,Credit Card,16-10-2021,Kanyon
I114446,C160924,Male,60,Clothing,3,900.24,Cash,29-12-2022,Kanyon
I114449,C225738,Female,24,Clothing,2,600.16,Debit Card,02-09-2022,Kanyon
I114458,C144800,Male,50,Clothing,1,300.08,Cash,01-02-2023,Metropol AVM
I114467,C286742,Female,62,Clothing,5,1500.4,Cash,23-04-2021,Metrocity
I114469,C778217,Male,18,Shoes,3,1800.51,Cash,05-10-2021,Emaar Square Mall
I114473,C325050,Female,44,Shoes,2,1200.34,Cash,04-01-2023,Forum Istanbul
I114475,C279270,Female,22,Shoes,1,600.17,Cash,20-07-2022,Zorlu Center
I114479,C465328,Male,47,Cosmetics,1,40.66,Debit Card,24-01-2023,Viaport Outlet
I114481,C358553,Female,26,Clothing,5,1500.4,Debit Card,19-08-2021,Istinye Park
I114485,C251691,Female,59,Toys,5,179.2,Cash,21-02-2022,Istinye Park
I114486,C206917,Female,41,Food & Beverage,3,15.69,Credit Card,19-09-2021,Mall of Istanbul
I114487,C322055,Male,62,Clothing,3,900.24,Cash,26-04-2022,Viaport Outlet
I114498,C240285,Female,52,Clothing,3,900.24,Cash,03-11-2021,Metropol AVM
I114499,C274092,Female,64,Cosmetics,3,121.98,Debit Card,23-01-2023,Emaar Square Mall
I114502,C203830,Female,36,Technology,4,4200.0,Credit Card,30-12-2021,Kanyon
I114508,C299425,Male,69,Technology,1,1050.0,Cash,12-01-2023,Istinye Park
I114509,C713134,Male,21,Cosmetics,1,40.66,Debit Card,02-03-2023,Istinye Park
I114512,C225078,Male,49,Books,1,15.15,Cash,08-03-2021,Viaport Outlet
I114515,C313499,Male,45,Clothing,3,900.24,Credit Card,25-04-2022,Kanyon
I114516,C266668,Female,20,Books,5,75.75,Credit Card,11-11-2022,Metropol AVM
I114520,C189628,Male,60,Cosmetics,5,203.3,Credit Card,24-08-2022,Metropol AVM
I114522,C328106,Female,57,Books,1,15.15,Credit Card,07-10-2021,Kanyon
I114528,C356416,Female,63,Food & Beverage,4,20.92,Cash,17-10-2021,Kanyon
I114537,C613110,Male,27,Books,1,15.15,Cash,25-03-2021,Istinye Park
I114540,C279158,Male,39,Clothing,2,600.16,Debit Card,21-02-2023,Mall of Istanbul
I114544,C921790,Male,59,Food & Beverage,2,10.46,Cash,07-08-2022,Viaport Outlet
I114546,C195838,Female,64,Cosmetics,1,40.66,Credit Card,24-01-2022,Kanyon
I114550,C321367,Female,26,Food & Beverage,1,5.23,Credit Card,09-10-2021,Mall of Istanbul
I114553,C856069,Female,54,Cosmetics,5,203.3,Debit Card,10-04-2022,Viaport Outlet
I114554,C126384,Female,44,Cosmetics,1,40.66,Cash,06-05-2022,Forum Istanbul
I114555,C949528,Female,18,Clothing,5,1500.4,Cash,23-07-2021,Metropol AVM
I114558,C305459,Female,57,Food & Beverage,1,5.23,Credit Card,19-09-2022,Kanyon
I114561,C277803,Male,34,Shoes,4,2400.68,Debit Card,01-03-2022,Metropol AVM
I114562,C588138,Male,64,Books,5,75.75,Cash,09-12-2022,Metropol AVM
I114563,C138537,Female,18,Food & Beverage,4,20.92,Credit Card,18-01-2021,Metrocity
I114567,C676642,Male,18,Toys,2,71.68,Cash,07-08-2021,Kanyon
I114569,C119944,Female,47,Technology,4,4200.0,Credit Card,16-02-2022,Istinye Park
I114573,C333980,Male,67,Shoes,5,3000.85,Cash,03-04-2021,Mall of Istanbul
I114575,C296372,Male,49,Clothing,2,600.16,Debit Card,07-11-2021,Kanyon
I114576,C495223,Female,40,Cosmetics,1,40.66,Cash,24-02-2023,Metrocity
I114578,C264903,Male,42,Clothing,3,900.24,Credit Card,20-04-2022,Metrocity
I114582,C261791,Male,46,Food & Beverage,4,20.92,Cash,29-05-2022,Kanyon
I114584,C244376,Male,32,Technology,5,5250.0,Cash,15-10-2022,Kanyon
I114586,C379408,Female,39,Clothing,1,300.08,Cash,09-03-2021,Metropol AVM
I114587,C263215,Female,57,Cosmetics,5,203.3,Cash,07-04-2022,Metropol AVM
I114591,C256125,Female,46,Technology,4,4200.0,Debit Card,22-06-2022,Zorlu Center
I114593,C135520,Female,47,Books,5,75.75,Credit Card,23-12-2021,Metrocity
I114602,C310749,Female,40,Technology,3,3150.0,Cash,23-11-2022,Metropol AVM
I114612,C157249,Female,60,Clothing,5,1500.4,Debit Card,31-10-2021,Mall of Istanbul
I114615,C175761,Male,39,Cosmetics,4,162.64,Debit Card,22-02-2022,Mall of Istanbul
I114617,C239575,Female,67,Clothing,2,600.16,Credit Card,31-08-2022,Mall of Istanbul
I114618,C294900,Female,64,Toys,2,71.68,Debit Card,19-05-2022,Mall of Istanbul
I114619,C233830,Male,57,Clothing,5,1500.4,Cash,21-03-2021,Kanyon
I114624,C324191,Male,65,Souvenir,1,11.73,Cash,27-01-2023,Istinye Park
I114625,C207988,Male,53,Souvenir,3,35.19,Cash,10-01-2021,Zorlu Center
I114629,C183819,Female,28,Cosmetics,3,121.98,Debit Card,30-09-2021,Emaar Square Mall
I114632,C143159,Female,48,Cosmetics,3,121.98,Credit Card,28-03-2021,Zorlu Center
I114633,C614453,Female,36,Clothing,2,600.16,Cash,11-11-2021,Kanyon
I114637,C215972,Female,64,Clothing,5,1500.4,Credit Card,10-09-2021,Emaar Square Mall
I114638,C107329,Male,61,Clothing,3,900.24,Credit Card,22-03-2021,Metrocity
I114639,C288990,Male,30,Souvenir,1,11.73,Cash,18-01-2021,Metrocity
I114650,C319977,Male,59,Clothing,1,300.08,Cash,04-05-2022,Metropol AVM
I114652,C151716,Female,51,Food & Beverage,1,5.23,Cash,22-02-2022,Mall of Istanbul
I114655,C259801,Male,35,Cosmetics,4,162.64,Cash,09-04-2021,Zorlu Center
I114656,C216497,Female,31,Food & Beverage,2,10.46,Cash,28-01-2023,Metrocity
I114657,C318574,Female,34,Shoes,5,3000.85,Cash,21-06-2022,Metrocity
I114659,C675617,Female,41,Cosmetics,1,40.66,Credit Card,14-03-2022,Metropol AVM
I114664,C260565,Male,39,Cosmetics,5,203.3,Debit Card,26-01-2022,Mall of Istanbul
I114668,C131498,Female,59,Clothing,2,600.16,Cash,13-04-2021,Emaar Square Mall
I114675,C132018,Female,28,Clothing,5,1500.4,Credit Card,15-11-2021,Mall of Istanbul
I114676,C206425,Female,60,Clothing,4,1200.32,Cash,20-08-2021,Mall of Istanbul
I114680,C376761,Female,24,Food & Beverage,2,10.46,Cash,31-01-2021,Kanyon
I114685,C672153,Female,32,Clothing,4,1200.32,Credit Card,09-06-2022,Kanyon
I114688,C144999,Male,59,Clothing,4,1200.32,Debit Card,29-04-2021,Istinye Park
I114691,C306341,Female,66,Cosmetics,2,81.32,Cash,07-02-2021,Mall of Istanbul
I114703,C334362,Female,50,Clothing,2,600.16,Credit Card,03-06-2022,Metrocity
I114707,C493259,Female,22,Clothing,2,600.16,Cash,28-11-2022,Kanyon
I114709,C317168,Female,44,Shoes,1,600.17,Credit Card,12-01-2021,Kanyon
I114716,C322816,Female,31,Clothing,4,1200.32,Cash,04-06-2021,Metrocity
I114725,C169457,Male,24,Toys,5,179.2,Credit Card,19-07-2021,Kanyon
I114726,C127855,Male,39,Books,3,45.45,Cash,07-10-2022,Istinye Park
I114727,C129167,Female,69,Clothing,4,1200.32,Cash,15-07-2022,Kanyon
I114729,C578152,Male,65,Cosmetics,3,121.98,Credit Card,07-09-2022,Kanyon
I114730,C207200,Male,61,Technology,1,1050.0,Cash,20-06-2022,Mall of Istanbul
I114734,C875596,Male,61,Souvenir,5,58.65,Cash,25-02-2022,Metrocity
I114735,C145426,Female,32,Clothing,2,600.16,Credit Card,07-10-2022,Metrocity
I114739,C111679,Female,64,Cosmetics,3,121.98,Debit Card,17-06-2021,Mall of Istanbul
I114751,C733439,Female,24,Clothing,2,600.16,Cash,04-09-2022,Istinye Park
I114752,C935274,Female,24,Clothing,4,1200.32,Cash,06-06-2022,Kanyon
I114754,C176529,Male,38,Clothing,1,300.08,Cash,07-03-2023,Metropol AVM
I114758,C223830,Female,45,Clothing,3,900.24,Credit Card,01-08-2022,Kanyon
I114761,C505397,Male,29,Food & Beverage,2,10.46,Credit Card,10-04-2021,Forum Istanbul
I114763,C122005,Female,67,Cosmetics,5,203.3,Cash,15-02-2023,Kanyon
I114768,C234102,Female,30,Food & Beverage,4,20.92,Credit Card,16-04-2022,Mall of Istanbul
I114769,C323940,Male,44,Clothing,2,600.16,Credit Card,22-02-2021,Metrocity
I114774,C913265,Male,30,Souvenir,1,11.73,Cash,01-01-2021,Metropol AVM
I114777,C232108,Male,63,Clothing,5,1500.4,Cash,19-02-2023,Kanyon
I114778,C113136,Male,36,Clothing,2,600.16,Debit Card,04-02-2022,Mall of Istanbul
